id,price
8247,2
12511,3
11092,1
100,1
11382,3
8405,3
12328,4
12744,2
3541,4
4051,1
3592,4
8506,4
11840,4
11065,1
1586,3
10465,4
12727,1
13255,2
2634,2
9013,2
4044,1
13596,3
10054,1
8327,1
8210,3
139,2
1722,3
12572,3
8867,3
676,2
6403,4
8479,1
1742,3
5444,3
953,1
11369,2
7087,1
12357,2
3483,1
10494,3
6583,4
3664,3
8445,3
11265,2
8355,1
9316,3
13612,1
239,1
1225,3
5100,1
6063,1
1375,4
494,4
1464,3
1173,4
3866,2
4918,1
9820,1
4532,1
10128,1
5588,3
6492,2
5782,2
8063,4
6766,1
7933,1
9963,1
11051,3
8909,3
10962,3
8764,4
8214,4
2915,4
11765,3
2000,4
8896,2
8238,1
899,3
12471,2
639,3
6783,3
465,2
9193,3
4496,4
13824,3
10213,1
2899,3
6405,3
2489,4
5150,1
3300,1
6419,2
9422,2
9322,3
4684,3
11570,4
1555,4
6286,2
11410,3
10280,2
13015,2
5693,3
10225,4
12439,3
11100,3
10847,1
11190,2
11686,2
10866,2
7138,4
12503,2
4388,1
2049,1
5276,2
5033,1
6510,2
7584,4
12999,4
8192,2
1024,4
489,4
1709,1
5716,2
10342,2
11855,2
3395,4
500,3
8724,1
3419,3
10745,4
12837,3
9863,1
2692,4
13803,4
11922,1
11235,3
9730,2
5842,2
5764,1
11478,4
9164,4
1384,3
10594,4
4722,1
4956,1
10249,3
5187,4
101,4
13665,2
11681,2
6956,3
3403,4
4555,2
2578,4
12585,4
10740,4
7449,1
1784,1
32,2
4643,4
6913,4
12317,2
12732,3
365,4
8520,4
6555,3
4214,1
11829,1
3994,3
5332,3
10600,1
3612,1
2154,1
1009,3
10068,4
8716,2
2133,2
867,4
856,1
10770,2
7406,2
2848,3
705,4
6935,1
10453,4
13248,1
12909,4
8816,2
7440,4
12695,4
11901,2
951,1
11077,2
2804,4
12510,3
8217,1
4594,4
13666,4
4520,3
9362,2
4926,1
12134,2
2448,4
6308,3
8888,1
13480,4
11853,4
10885,3
8540,1
4736,3
3040,1
2523,4
2108,4
4368,4
2252,3
9049,2
12105,2
3798,4
13746,3
7703,3
1196,4
4685,3
9623,2
1392,2
4668,1
10755,2
7078,2
5966,2
11871,4
688,3
12149,2
10722,4
3447,4
4151,1
9416,3
11979,4
376,4
10592,1
10777,3
12522,2
4483,3
149,4
2866,1
377,4
442,1
12097,1
5073,3
9890,4
1561,2
5057,3
1372,4
12179,4
518,1
12730,2
8874,4
5286,1
5905,4
2986,1
9026,4
2648,3
6934,2
2244,4
11188,3
12792,3
13040,1
6283,1
10776,3
7128,2
5528,1
2106,4
10045,2
9815,1
1883,1
6204,1
9679,4
6933,2
9957,4
8547,3
3089,3
2469,3
6604,2
13158,2
7640,2
13090,4
135,3
1071,3
11252,1
5938,2
5911,2
8297,4
1726,3
8638,2
221,4
3045,1
4917,4
8467,1
9618,3
1039,4
3941,1
3156,1
3693,1
13150,2
11438,4
6663,1
5897,3
1289,2
474,3
4821,4
11714,2
8385,1
3802,1
4156,3
4829,1
12893,1
1438,4
12574,4
5504,1
6712,2
13701,3
7344,4
5844,2
6463,3
10534,3
6841,2
10657,3
5657,4
13754,2
7453,3
1087,4
2191,4
12969,3
115,4
8597,3
7003,2
9900,3
4184,1
6756,1
49,4
12373,2
4114,1
10294,3
9977,1
1635,3
6726,4
2754,3
3065,3
9917,1
12008,2
6295,2
8154,1
9397,3
8677,3
12451,1
8636,1
10920,3
12733,1
8910,1
13555,3
4225,4
7149,1
13300,3
3180,4
9272,1
9398,3
5260,4
11734,2
10421,1
2276,1
4077,4
2958,3
7980,4
13613,3
5199,3
7348,2
8797,1
10415,2
11012,4
10992,4
10709,2
97,4
5099,2
1563,3
4394,2
9969,4
3542,1
5863,1
1382,4
10334,1
1900,3
1757,1
13736,2
4892,2
7193,4
1864,1
2671,4
4060,2
11782,1
5935,4
1680,4
363,1
11209,1
7832,1
4004,1
10629,3
694,3
8463,2
2451,1
13362,4
2513,2
5647,1
4340,4
11357,3
13531,1
2979,4
3230,3
9749,2
11842,2
1355,4
293,4
13825,4
6758,2
10252,4
9992,3
9976,4
8569,2
10107,3
579,2
12332,3
10699,3
9381,2
7155,3
7509,1
10198,2
3071,4
3868,2
12721,4
11144,3
663,4
13094,4
10232,2
10181,4
5425,2
11670,2
13106,2
4718,1
9388,2
7263,2
13724,3
5139,1
9970,4
1365,1
6603,3
7674,1
2163,2
11679,2
2542,3
13632,2
4123,3
2158,3
9005,2
10422,4
3103,3
9565,1
7225,1
12359,4
7637,1
12425,2
3410,4
6857,2
3589,4
9931,2
624,2
10505,2
1733,3
11055,3
10543,3
10954,2
1099,1
13404,2
5395,1
10055,2
5850,4
9130,3
8653,4
10975,4
12019,2
3929,4
10112,1
3246,4
12842,3
4309,1
12926,1
3969,1
8450,2
6052,2
715,4
1553,2
4811,4
136,3
2130,1
10623,4
11755,3
13762,3
5000,4
5518,4
5184,1
10787,2
1994,3
13619,4
777,3
4866,1
6940,4
6723,3
671,4
6337,3
6533,1
6884,2
4257,3
3895,4
10719,4
7680,4
9306,2
4383,3
52,4
9050,2
5152,1
9078,3
4024,1
2174,3
826,4
1169,1
1819,4
5952,1
11932,4
9886,2
5542,1
12136,4
4274,4
1981,1
10502,4
4445,4
938,3
11448,1
12322,3
846,3
641,2
4630,2
11294,2
8004,4
10617,4
5855,2
13454,3
81,1
1154,4
5376,1
13538,4
6982,4
13634,1
11654,3
4403,1
10840,1
6918,2
4958,1
9437,3
7492,1
12235,3
4583,1
3595,4
8588,3
12427,3
12486,2
4417,3
8938,1
420,1
9846,4
1608,4
1800,2
5059,1
4315,2
8044,3
3940,1
13151,3
9319,2
1787,2
5822,3
7939,1
12453,4
9878,3
8449,2
2688,1
11535,3
11269,4
10149,1
10378,2
1935,1
8199,4
9236,2
8325,1
7052,4
8772,1
847,4
6617,2
6044,3
11250,1
5820,1
10026,3
10098,4
11898,2
4660,3
4226,3
5337,3
13503,2
11232,4
8768,3
11617,2
1361,4
4364,4
13387,2
8350,3
3834,2
11076,4
10164,1
4785,1
1432,1
3256,1
13679,2
2849,1
10498,1
4270,1
3574,4
10582,1
8687,1
1400,3
1091,3
5361,3
10715,4
915,4
7654,1
2277,1
8423,2
5828,3
5429,1
3927,3
7107,1
3433,1
13415,3
5565,3
3477,4
2837,1
13213,1
2875,1
13085,3
12849,2
10772,3
2621,2
3662,4
1425,1
10988,3
1723,4
1057,1
5694,3
2632,3
1235,1
7635,3
3350,1
9071,2
13303,3
10375,1
1778,4
10404,3
5671,4
1521,4
8220,2
9179,3
2711,3
6425,4
5012,4
9860,1
7989,3
9314,2
10626,3
483,3
1538,3
2982,2
2099,2
13253,1
6839,2
13636,2
9971,3
8184,3
3024,1
7721,2
9986,4
13768,2
6189,3
482,4
5455,2
12833,2
6749,3
2504,2
2795,2
547,4
1368,3
12790,4
4951,4
6373,3
11752,2
11849,4
8422,3
12662,2
7510,1
2314,4
2614,3
4824,2
13276,2
461,3
7408,1
7220,3
8432,2
4095,4
9401,3
12114,2
3838,1
4484,2
9775,4
6546,1
7173,3
5158,3
6440,1
433,3
3312,3
7267,1
6858,2
5066,2
11287,2
9042,1
12349,3
5529,3
4000,4
1394,3
13774,3
4461,1
4303,1
10346,4
3035,2
7209,3
6504,2
8259,2
6225,1
5488,3
7974,1
13486,1
1837,1
3015,1
11037,1
7713,1
11517,1
8233,3
5210,2
13079,1
12187,2
11500,2
897,3
12429,2
7047,2
3356,3
4506,1
13229,3
3105,1
12180,3
2596,3
12740,3
2726,2
5377,1
140,4
8457,2
541,2
4933,1
5651,3
9742,4
10743,2
5642,1
5527,2
6484,2
1369,4
406,4
10231,4
10581,1
1238,4
5443,1
11226,3
13258,2
12762,2
13608,3
4400,1
8398,2
13038,2
8999,4
2364,1
8255,1
9046,2
8206,1
5157,1
6714,1
9735,2
6668,4
3639,1
2148,2
8454,3
901,4
6447,1
7425,1
5301,4
11194,3
10238,3
7136,1
8907,1
12222,4
6398,3
13566,1
8040,1
2641,2
10168,3
10773,2
4223,3
2267,1
3538,4
11581,2
5430,3
8177,1
6061,1
5505,4
5757,3
9772,1
8534,4
8593,3
3571,1
11549,2
964,2
4427,3
9959,4
277,2
10468,1
11678,2
5520,4
12635,1
6074,2
12852,3
11318,2
4488,4
8512,3
11552,2
12431,1
3498,3
4108,1
2151,4
9857,3
2215,3
9642,2
4234,1
3415,1
7368,2
12782,1
2822,1
3494,1
7475,4
3422,4
7096,4
9064,2
6943,2
7958,2
4258,1
10380,2
2282,1
6853,3
9809,3
12698,1
9590,1
10597,3
11857,2
11218,3
7812,2
10493,1
7075,3
3613,4
894,3
12206,3
12499,3
12426,1
5101,4
7253,3
2104,1
6518,1
8101,2
2056,4
419,3
6375,1
5630,4
5947,3
644,3
1612,4
1730,2
6911,1
2294,1
8807,1
6173,1
12437,3
8494,2
656,3
10234,4
7456,3
8778,1
5242,1
13676,1
8735,1
514,1
6557,2
6808,2
1015,1
8633,2
4624,1
5500,2
11187,4
12275,2
119,4
11016,2
7395,3
12941,1
2246,3
4885,4
3059,1
2898,1
9754,3
1025,3
9147,1
12928,4
3212,4
5695,1
6856,3
2001,3
4248,1
5922,2
7495,3
3161,1
7543,2
4818,1
9947,2
1041,3
11620,4
8570,3
9746,4
1619,1
2941,4
1666,4
6596,4
12047,3
12871,2
6457,1
4290,1
7796,3
2925,3
13723,3
12649,2
7716,3
2188,3
9811,2
5034,1
12103,3
3417,2
10785,2
2937,2
13295,2
4868,1
5928,1
3061,4
8660,3
1007,1
5040,3
6991,1
3801,1
3042,3
11651,2
10463,2
4449,4
2686,2
11892,1
8706,2
1743,2
10204,2
12938,2
2540,4
3012,4
11033,2
7289,3
10299,4
2034,4
9438,3
13522,2
3652,1
2787,1
4709,4
11323,2
8200,2
3335,4
13445,1
6563,1
9541,3
10307,2
4067,2
5589,2
6460,3
10613,2
6159,2
7218,4
831,3
11515,1
3074,2
10799,3
4628,4
2077,2
805,1
6305,1
3887,3
8975,3
12757,2
3756,4
2651,2
8374,3
11973,2
5338,4
5579,1
12886,2
8196,1
12977,4
8583,2
811,2
6046,1
13473,2
7070,3
11593,3
5942,2
8728,3
6919,2
10362,2
3413,4
6312,3
4074,1
13402,3
11403,1
5201,1
7306,2
13482,3
13304,1
4298,1
8015,2
1205,1
12891,4
5072,1
13254,4
2932,2
543,4
2846,4
5506,4
6500,2
2466,3
6020,4
6034,2
12870,3
11727,2
1694,3
9215,3
12195,2
11672,3
6489,2
7360,1
8920,4
800,2
12807,3
12918,2
9656,3
12873,1
5171,1
223,1
5335,4
2663,4
12922,2
2510,3
735,4
12419,3
4272,1
7540,3
7108,3
2355,4
9731,2
2327,2
755,1
11435,3
8170,3
4609,2
11098,3
10473,1
9889,3
12348,2
4530,4
8159,3
1986,1
4664,2
12397,2
3972,2
5892,4
12612,3
2593,3
7435,2
4923,2
1642,1
6910,2
13773,3
6243,2
13010,1
9587,1
7434,4
10372,3
1967,4
9075,2
2027,4
9265,3
7364,3
11985,2
11821,3
1908,3
4058,1
4015,1
7258,2
8577,1
8969,2
12305,4
2182,4
9247,2
7682,3
7482,3
5491,4
819,1
9019,2
5397,1
5893,4
7170,3
1636,1
2287,3
10456,4
10707,1
4375,3
7681,1
7953,2
2116,1
13081,1
10414,4
6855,2
2734,4
11217,4
5292,1
2418,3
1258,1
10030,4
2265,2
10023,1
11887,1
3085,3
6254,1
3549,2
188,2
6569,1
33,4
12413,2
8418,2
7778,2
5747,3
7902,3
5765,1
7922,3
5252,3
1919,4
12474,1
4474,3
12880,3
3980,1
10339,3
7871,3
5409,1
2118,3
2720,4
11702,2
3751,4
8288,3
3790,2
2424,3
6709,2
6326,1
5628,3
7340,1
3069,1
4597,1
10315,1
3163,2
9364,3
11407,2
10063,3
6651,3
7679,2
11697,3
4645,1
2805,3
6698,2
13208,3
9835,2
2867,2
2784,1
1651,3
3094,4
5768,2
7446,1
9915,1
3817,2
4944,1
10172,3
2998,3
4503,1
4888,1
11082,1
8787,2
9678,3
7943,1
5748,4
2640,3
9609,3
2440,1
4455,2
12726,4
4137,4
8396,3
319,3
5084,3
11758,4
4464,3
8407,1
2180,4
10532,4
8378,3
9073,2
1185,4
7401,4
4900,3
3398,2
7697,3
12364,2
11048,3
3303,1
13004,3
3935,4
5795,1
1279,4
6990,3
7027,2
9479,1
5895,4
7062,3
6994,4
5964,3
12673,2
952,2
1624,4
4037,3
13283,1
7643,2
994,4
98,2
5767,2
3758,4
12066,2
7809,4
13100,1
11160,2
4519,1
2398,3
7770,4
3421,2
5761,1
1886,3
2445,4
13606,4
8365,4
5410,1
3082,1
3841,2
1186,4
10130,2
2010,1
4409,1
8625,4
3182,3
3250,2
4236,1
7048,1
3527,4
5841,2
11957,1
2878,1
12684,2
4253,1
3309,4
2658,2
8817,2
5692,1
11199,3
7157,2
6975,3
5067,2
3114,1
1944,4
6181,1
12995,4
10767,1
12869,2
5019,3
13804,4
1463,3
12406,4
4803,3
11353,2
9267,4
348,3
944,1
4708,2
13638,2
2698,4
6424,3
7795,3
5715,3
5815,4
2330,1
12230,1
4717,1
5781,1
4265,1
8307,4
8048,1
12382,3
3803,1
5701,4
3799,1
7765,4
572,4
7514,2
12748,3
5082,1
6443,1
9661,2
99,2
4505,3
6582,3
12375,4
3632,4
13059,1
9117,2
1759,2
2699,3
3679,1
10156,4
5921,3
12131,2
12641,1
12639,2
3293,3
10578,2
1564,4
10321,4
3075,1
6242,1
380,3
2100,1
6561,4
7567,2
68,1
5773,3
628,4
875,4
8866,1
10750,3
8543,4
7877,3
12169,2
7221,4
5727,4
8116,2
12598,2
2048,2
12637,2
8732,3
11315,1
10051,1
7161,3
3569,4
11444,3
4454,4
11836,2
3544,1
3488,3
3833,1
9830,3
8442,2
12739,1
3965,2
9225,3
7405,4
5224,2
10102,4
13205,2
4734,3
4931,3
9297,1
7319,1
6370,3
11415,2
5188,3
10758,4
10951,2
8558,3
11774,3
2172,1
5193,2
5285,4
6800,2
10574,2
8770,4
6969,2
2061,1
10120,1
7856,3
13179,3
3081,3
7119,2
3835,2
9804,1
4457,1
9736,2
2223,1
13163,1
464,1
1972,3
1956,4
563,4
4466,4
3869,3
11817,3
7554,2
2011,3
6191,1
13558,3
10467,2
10012,3
12821,2
6705,2
185,4
7370,2
9134,1
393,3
9118,1
11524,4
8694,2
13380,3
12165,3
9395,2
1916,1
12498,1
3562,4
1053,2
3673,4
11823,2
2660,1
2303,3
6548,1
13368,2
3855,1
8333,2
10556,3
9557,1
7358,3
180,3
4582,4
7602,3
11802,4
12030,2
12327,4
2005,4
2320,3
4631,4
12765,2
1705,3
5020,4
408,1
10042,1
868,1
121,3
6071,4
8235,3
6559,3
6146,1
3931,1
8218,3
1037,4
3481,3
13818,1
6239,4
9470,3
5886,4
7738,1
4440,2
8306,2
2256,4
12212,2
491,2
4122,4
2484,4
2075,4
107,2
9065,4
7418,3
2408,1
8084,3
3050,1
13601,2
1218,4
4176,1
11130,3
11545,4
6050,1
12190,2
5262,3
8481,4
12844,2
3452,1
12333,1
599,4
8575,1
11726,1
10987,3
8258,3
1128,4
6889,1
10982,2
2114,2
120,3
11997,1
7920,3
3785,4
13146,4
2684,2
3762,4
5950,4
6903,2
2091,3
10219,1
3362,3
4066,1
11705,4
65,2
11275,4
8087,2
553,2
5736,4
10028,2
652,4
5818,2
11122,1
6805,1
11938,3
8362,3
12123,2
7670,4
6976,4
2334,4
3943,1
10189,1
13339,3
13345,4
7192,1
1974,4
2175,3
5036,1
3291,4
8491,3
11008,2
10159,3
1082,2
5037,4
9512,2
9910,1
5883,1
3977,2
7250,3
9136,3
9693,4
6787,1
13607,3
11677,1
5678,2
3623,4
8962,4
13700,3
2432,1
1560,4
11177,4
7490,4
3475,1
11934,3
577,3
252,4
4632,4
6278,1
9373,1
11998,2
3142,2
6334,4
5386,2
2035,3
1602,2
4882,1
10667,3
743,3
1035,1
9489,4
4110,3
118,1
5698,1
7780,2
2195,2
7058,2
13589,4
6928,1
8364,4
10960,4
9442,1
6015,2
7194,2
8460,4
2185,4
11327,2
2760,2
11619,3
4005,3
2194,1
11590,2
12915,3
3537,4
8086,2
1088,2
12060,3
11163,4
9330,2
411,2
1911,3
3776,2
12379,1
3129,1
2117,1
3885,3
9383,1
106,4
11317,3
925,4
7077,3
2435,3
2312,1
2747,1
918,1
13670,3
6076,1
1495,3
1679,3
10761,2
1516,1
6148,1
882,4
11914,4
7314,1
8435,2
11527,2
4209,3
13044,1
2740,3
249,3
7644,3
4604,2
10834,3
9851,3
13155,1
6659,4
4348,3
9879,4
5685,1
6578,2
4930,3
2573,1
10666,1
3171,4
3641,4
5679,1
8118,2
946,2
12420,3
7461,3
230,3
5418,2
726,3
6292,1
3133,4
11505,3
9601,3
10792,2
122,4
6019,2
6795,3
2396,4
128,4
3660,4
6828,3
6465,1
3049,4
1409,3
12780,3
6439,1
3469,3
8224,1
6764,4
13378,1
9596,1
3187,3
4539,1
12779,4
4761,1
3414,3
6143,4
1259,3
5249,2
8696,2
2422,3
12810,3
7162,3
9856,2
10262,1
9684,4
12478,1
8019,2
8635,2
3556,4
2963,3
3109,1
6338,3
2906,2
1165,4
4360,2
8840,2
12786,4
1083,1
12154,4
13214,4
8604,1
962,4
432,3
12588,4
11993,3
13289,2
7799,1
10619,4
4177,1
1016,4
4355,3
11355,3
2381,3
9423,4
11264,2
7987,3
7201,1
5793,1
754,2
5714,3
2654,3
2192,4
10752,2
5989,3
5368,4
12620,2
10287,4
5351,4
5572,1
1296,4
6449,3
3602,1
4797,4
5251,3
157,4
1676,4
1307,3
6430,1
9275,3
13821,2
3064,1
6491,2
1687,4
2955,4
7476,1
6551,4
4217,1
10897,1
11322,2
4729,4
4556,3
11937,2
10488,1
11793,2
11767,1
8123,2
8705,1
12892,2
3011,3
6233,1
6683,1
13311,2
11303,2
9556,3
7296,1
5304,1
5517,2
64,4
8629,1
4329,3
1921,4
6064,2
6180,2
596,4
4826,2
5174,1
4472,4
9133,3
11495,2
9626,1
6652,4
4430,1
13108,1
9456,2
2506,4
8412,4
945,4
8409,3
1891,4
2171,3
8471,1
1149,1
10818,2
2954,4
5549,1
2120,4
9538,1
2458,4
2722,2
4809,1
528,3
1449,2
11099,2
7603,2
3700,4
13008,2
5961,3
6540,1
7881,3
9286,2
12729,2
734,3
8649,3
6744,4
8100,1
1125,4
5080,4
9183,1
6438,3
6422,1
5788,2
2724,1
5439,3
3165,4
11534,3
710,1
6669,1
61,4
906,3
2703,4
10160,1
12527,2
11611,4
6863,2
1360,4
10921,1
4693,4
2073,2
10258,3
13330,1
3766,4
12224,4
548,4
7916,1
2233,1
6980,3
2343,1
569,3
2088,2
8179,3
1065,1
2051,4
4526,1
1758,3
3520,4
1575,3
11844,1
8568,2
9924,3
3450,3
8212,1
8699,1
12383,1
887,1
11450,4
7016,3
1906,3
4521,4
11753,2
11278,1
3859,4
12095,4
7414,4
8972,4
1740,4
5652,1
2465,3
4543,1
6654,4
7996,4
3810,1
10690,3
8447,1
3357,1
7416,3
7534,1
1951,2
13125,4
12590,2
3290,3
6539,2
7991,2
9964,2
1896,3
4879,3
5792,3
13462,1
850,3
13764,2
10580,3
12818,4
5035,4
600,1
13435,2
9379,2
12743,3
8623,2
12656,3
6710,3
8652,3
1474,4
10682,3
10103,2
12538,2
5169,4
1117,4
1469,4
825,3
5464,4
6706,4
1105,1
10712,4
1136,4
13438,2
2197,3
11614,2
4105,1
13110,2
3523,4
331,3
1839,3
7998,1
4934,1
6179,4
8864,2
3968,1
13031,4
11713,4
990,4
10376,3
10020,3
8146,2
9063,1
6516,1
1426,3
11372,2
3597,2
10747,2
621,3
1662,2
7156,2
2402,2
12088,1
2824,1
8110,4
9351,2
10891,2
12031,2
10742,1
12223,1
8148,1
10612,4
8846,3
9108,4
1860,4
8302,1
2685,4
13461,4
2482,4
12708,1
3658,2
5826,2
7349,3
3621,3
2749,4
9904,3
9903,4
285,4
7241,4
2840,1
2234,2
3996,3
2557,4
1153,3
4318,4
4658,4
2369,3
4325,4
4275,4
11583,2
7581,2
11895,2
13323,2
12159,4
10344,1
5381,4
950,4
4602,2
466,2
5835,4
13460,4
7595,1
13178,3
9515,4
5829,3
5846,2
8881,3
6185,1
6114,4
8143,1
9607,3
8001,3
4514,1
6777,1
8979,1
9934,3
8720,4
3100,3
5632,1
9345,1
5093,1
1873,1
12289,4
335,4
5643,3
9706,1
5317,3
8673,3
6728,4
9761,4
12098,2
5449,1
3108,1
5486,1
11757,2
13099,2
2553,2
12236,3
11476,2
1334,1
1667,3
1228,3
3922,4
8736,1
4465,3
5583,1
13673,3
9264,2
9054,1
7497,1
7556,1
2190,3
3455,4
6,3
12676,2
8334,3
9378,3
1835,4
1843,4
8634,4
8448,1
840,1
10220,3
4230,1
13688,2
11870,4
4244,1
13769,1
11442,2
7163,4
7247,1
13783,3
10247,3
1640,1
4425,2
9185,3
1939,3
5958,4
4499,1
11126,1
4905,3
784,4
13374,2
6897,2
6226,2
12877,2
8025,3
1330,3
6408,3
5637,4
1979,1
10653,4
8399,4
2460,2
8495,2
9919,1
13301,1
773,3
1511,1
11266,3
9962,4
8839,3
2021,3
8812,3
359,4
7457,3
12347,4
13686,3
1437,1
655,3
12075,4
3266,1
1418,2
13627,3
13548,2
7451,1
9477,2
1689,1
4545,1
1966,3
12614,2
8167,2
1933,4
6529,1
3039,3
9024,4
4949,3
11251,3
1824,1
2933,3
7342,3
4052,3
3781,2
7800,2
12980,4
13745,4
11437,1
7205,3
817,2
12593,2
11153,4
11773,1
11800,2
10983,1
4268,2
9328,1
7946,4
12962,3
9640,3
6584,3
903,3
9504,1
5984,4
3491,4
189,4
12264,4
12092,2
11180,4
5945,3
7605,1
8546,3
11425,3
1571,4
9834,2
4047,2
11270,3
13689,2
12830,1
9138,3
8703,4
13160,3
1751,3
12455,1
12009,4
9280,3
12845,1
9893,1
1674,3
5461,1
13171,2
1862,4
266,1
7689,3
6332,3
9714,3
10683,4
2894,1
4876,1
515,1
2124,1
9262,4
12582,4
12889,3
1356,3
11533,1
4419,3
11114,2
3218,1
6925,4
13333,2
9638,3
4644,3
12936,3
9350,2
1912,2
8838,4
7852,4
8641,3
9500,3
10504,3
1059,3
13720,3
2625,2
5088,1
161,4
6446,1
2509,3
13365,2
10214,1
8358,4
5168,4
5889,3
573,4
8292,1
6792,4
412,4
6615,4
8977,1
3492,3
9195,3
1491,3
7243,1
9115,3
5999,3
9695,4
7585,1
6780,3
12685,2
9032,3
4432,3
7531,1
9249,1
2667,1
9832,4
795,1
8326,4
9659,4
501,3
1204,3
1036,2
1060,3
11528,1
3482,3
10412,3
422,4
12175,4
4781,2
1693,4
10271,4
1659,1
10875,3
863,2
5733,3
12853,3
1884,1
10094,1
4819,1
12109,2
7222,1
2109,3
3380,1
2669,1
9558,1
7316,3
13073,3
1844,4
13811,3
7940,1
3644,4
6653,2
2546,4
13136,1
12074,2
10883,3
9425,3
11056,3
11171,1
1522,3
13320,2
9391,1
8538,1
1552,2
1257,3
3746,1
9785,2
527,1
1604,2
13234,2
3974,3
292,4
7759,1
5660,4
10333,2
5929,2
11742,2
6770,1
7471,1
2037,3
2512,4
11118,2
10399,3
3514,1
640,1
10037,3
9668,4
3270,2
13693,3
2855,4
6961,4
2620,3
3374,4
10852,2
8968,3
7351,1
7638,4
12390,2
2751,4
12354,2
3610,4
12902,3
13748,4
11923,1
9593,4
8347,3
1737,3
1965,4
12798,2
9973,2
13113,4
5456,2
12960,2
9620,2
7450,4
1181,3
13321,4
6314,1
2904,3
13036,3
8924,3
6676,1
10716,1
4017,1
7279,2
12331,3
7287,3
396,4
1473,3
4859,2
4758,1
9323,1
9435,2
12884,2
10352,2
13459,4
4102,3
12204,2
7899,2
11200,4
6525,1
11028,1
11239,2
12957,3
1171,2
2775,1
6737,2
7478,3
3848,1
7994,3
9984,4
10998,4
1704,3
6303,2
2682,3
12975,3
10279,4
4127,4
190,4
8098,2
7014,2
1140,3
4322,4
2938,4
7293,2
3818,1
7993,4
3325,1
6789,1
3849,3
4090,2
4908,4
13517,3
5522,4
5114,2
13761,1
2426,3
1313,3
5305,2
1445,3
1632,2
12738,4
17,3
10796,2
1517,4
5223,4
2281,4
4989,1
12607,2
6916,2
3472,4
3579,1
6366,1
2149,1
4880,1
963,3
9139,1
12815,2
2911,4
2673,2
5498,1
12414,4
9320,4
2181,3
13292,2
6592,4
13189,2
11780,2
13216,4
4331,1
7671,2
1976,2
7686,2
1601,1
11635,4
593,3
5962,3
1618,2
4259,1
2829,4
11808,2
11412,4
10290,3
11454,3
12544,4
2604,2
4132,3
613,3
13027,2
3288,1
2763,2
8792,2
3336,4
7754,1
7580,2
5270,1
13000,3
7291,3
7140,1
